,org_name,city,state,website,org_contact_email,org_contact_phone_1,org_contact_phone_2,services,zipcode
204,Neighbors for Refugees Inc.,LARCHMONT,NY,https://www.neighborsforrefugees.org/,,,,"Civil Rights, Advocacy for Specific Groups",10538-0416
205,Network Refuge Center,DES MOINES,IA,,,,,"Ethnic, Immigrant Centers, Services",50313-4511
206,New American Pathways,Atlanta,GA,http://newamericanpathways.org/,,,,"Ethnic, Immigrant Centers, Services",30345
207,New Beginnings Career Network for Refugees & Immigrants,BERKELEY,CA,,,,,,94702-2634
208,New Empowerment for Refugees Inc.,GLENDALE,AZ,http://empoweringrefugees.com/,,,,Human Service Organizations - Multipurpose,85308-3848
209,New York for Syrian Refugees Inc.,SLINGERLANDS,NY,https://www.ny4syrians.org/,,,,Services to Promote the Independence of Specific Populations,12159-9400
210,New York Immigration Coalition,New York,NY,https://www.nyic.org/,,,,,10001
211,No Place Like Home for Refugees Inc.,DULUTH,GA,https://noplacelikehome.org/,,,,International Relief,30097-8143
212,Noahs Ark for Refugees Inc.,SAN DIEGO,CA,,,,,"International Migration, Refugee Issues",92129-4565
213,North Korean Refugee Services Mission,EVERETT,WA,,,,,"Ethnic, Immigrant Centers, Services",98204-7565
214,North Korean Refugees in the United States,WASHINGTON,DC,,,,,"Ethnic, Immigrant Centers, Services",20006-1811
215,Norwegian Refugee Council USA,WASHINGTON,DC,https://www.nrc.no/usa,,,,International Relief,20006-2762
216,Once We Were Refugees,LEES SUMMIT,MO,https://www.oncewewererefugees.org/,,,,Vocational Training,64082-5017
217,One Refugee Child Inc.,GREENWICH,CT,http://www.onerefugeechild.org/,,,,International Relief,06830-6706
218,Operation Refugee Child,LAGUNA NIGUEL,CA,https://www.indiegogo.com/projects/operation-refugee-child--15,,,,"International Migration, Refugee Issues",92677-4427
219,Oram - Organization for Refuge Asylum & Migration,MINNEAPOLIS,MN,https://oramrefugee.org/,,,,"International Development, Relief Services",55413-0000
220,Organization for Refugee and Immigrant Success,MANCHESTER,NH,https://www.refugeesuccess.org/,,,,"Ethnic, Immigrant Centers, Services",03103-4271
221,Partners in Engaging and Empowering Refugees,PLANT CITY,FL,https://www.facebook.com/peertampa/,,,,,33565-3805
222,Partnership for the Advancement & Immersion of Refugees,HOUSTON,TX,https://www.pairhouston.org/,,,,,77056-6617
223,Pcs for Refugees,TEMPE,AZ,https://pcsforrefugees.com/,,,,Management & Technical Assistance,85281-3251
224,Pennsylvania Center for Refugees & Immigrants,CAMP HILL,PA,https://pacri.org/,,,,Alliance/Advocacy Organizations,17011-4334
225,Pennsylvania Immigrant and Refugee Womens Network,ENOLA,PA,http://www.pairwn.org/,,,,"Ethnic, Immigrant Centers, Services",17025-3024
226,Pets for Refugees Inc.,ROCHESTER,NY,https://www.petsforrefugees.org/,,,,Other Services - Specialty Animals,14617-2114
227,Pittsburgh Refugee Advocacy Organization,CRANBERRY TWP,PA,,,,,Alliance/Advocacy Organizations,16066-7713
228,Political Asylum Immigration Representation Project Inc.,BOSTON,MA,https://www.pairproject.org/,,,,Legal Services,02114-1913
229,Portland Refugee Support Group,PORTLAND,OR,https://www.pdxrsg.org/,,,,Human Service Organizations - Multipurpose,97219-5953
230,Preemptive Love Coalition,Hewitt,TX,https://preemptivelove.org/,,,,Health Support Services,76643
231,Prime-Ecumenical Commitment to Refugees,LANSDOWNE,PA,https://www.palawhelp.org/organization/prime-ecr-ecumenical-commitment-to-refugees?ref=JDCCO,,,,"International Migration, Refugee Issues",19050-1539
232,RAICES,San Antonio,TX,https://actionnetwork.org/groups/raices-refugee-and-immigrant-center-for-education-and-legal-services,,,,,78212
233,Refugee & Immigrant Fund Incorporated,ASTORIA,NY,,,,,Gift Distribution,11103-4003
234,Refugee & Immigrant Self-Empowerment Inc.,SYRACUSE,NY,http://www.syracuserise.org/,,,,"International Migration, Refugee Issues",13202-3911
235,Refugee & Immigrant Services and Empowerment,PORTLAND,OR,,,,,Legal Services,97210-1067
236,Refugee & Immigrant Services Northwest,EVERETT,WA,https://www.risnw.org/,,,,,98201-1352
237,Refugee Action for Family Health,S SALT LAKE,UT,https://www.facebook.com/refugeeactionfamilyhealth/?ref=py_c,,,,Human Service Organizations - Multipurpose,84115-5478
238,Refugee Aid Alliance Inc.,KAYSVILLE,UT,,,,,Human Services - Multipurpose and Other N.E.C.,84037-4222
239,Refugee Aid Ministries,THE WOODLANDS,TX,,,,,International Relief,77381-3117
240,Refugee Alliance Network,WASHINGTON,DC,https://www.facebook.com/ARAGRCI/,,,,"Cultural, Ethnic Awareness",20001-4951
241,Refugee and Immigrant Assistance Center Inc.,JAMAICA PLAIN,MA,http://www.riacboston.org/,,,,"Ethnic, Immigrant Centers, Services",02130-1650
242,Refugee and Immigrant Association,IOWA CITY,IA,http://refugeeimmigrant.org/,,,,Human Service Organizations - Multipurpose,52240-4304
243,Refugee and Immigrant Services,SAN FRANCISCO,CA,,,,,"International Migration, Refugee Issues",94112-3562
244,Refugee and Immigrant Services & Education,NOEL,MO,,,,,"Ethnic, Immigrant Centers, Services",64854-0866
245,Refugee and Immigrant Support Services of Emmaus Inc.,ALBANY,NY,http://www.risse-albany.org/home/,,,,"Ethnic, Immigrant Centers, Services",12208-2208
246,Refugee and Migrant Women S Initiative,RIVERVIEW,FL,https://www.ramwi.org/,,,,Human Service Organizations - Multipurpose,33568-0000
247,Refugee Apostolate Inc.,WORCESTER,MA,,,,,Human Service Organizations - Multipurpose,01603-2839
248,Refugee Assistance Alliance Inc.,CORAL GABLES,FL,https://www.refugeeassistancealliance.org/,,,,"Ethnic, Immigrant Centers, Services",33134-4418
249,Refugee Assistance and Information Network International,PORTLAND,OR,https://raininternational.org/,,,,"International Migration, Refugee Issues",97223-5500
250,Refugee Assistance Partners Nj Nonprofit Corporation,SCOTCH PLAINS,NJ,https://www.refugeeassistancepartnersnj.org/,,,,Alliance/Advocacy Organizations,07076-1705
251,Refugee Care Collective,PORTLAND,OR,https://refugeecarecollective.org/,,,,Services to Promote the Independence of Specific Populations,97223-4338
252,Refugee Choir Project,TACOMA,WA,https://www.refugeechoir.org/,,,,"Singing, Choral",98418-1635
253,Refugee Communities Center,BELLINGHAM,WA,,,,,Services to Promote the Independence of Specific Populations,98226-5592
254,Refugee Community Partnership Inc.,CARRBORO,NC,https://refugeecommunitypartnership.org/,,,,"Civil Rights, Social Action, Advocacy N.E.C.",27510-0461
255,Refugee Communiy Development Foundation,LOS ANGELES,CA,,,,,Arts Education,90038-4360
256,Refugee Connections Spokane,SPOKANE,WA,http://www.refugeeconnectionsspokane.org/,,,,"Ethnic, Immigrant Centers, Services",99201-5119
257,Refugee Development Center,LANSING,MI,https://refugeedevelopmentcenter.org/,,,,"Ethnic, Immigrant Centers, Services",48906-5094
258,Refugee Development Center Inc.,PROVIDENCE,RI,,,,,"Ethnic, Immigrant Centers, Services",02908-1220
259,Refugee Donation Cup Inc.,FREDERICKSBRG,VA,https://www.facebook.com/refugeedonationcupinc/,,,,Human Service Organizations - Multipurpose,22401-5761
260,Refugee Education and Adventure Challenge,OAK PARK,IL,https://www.reachinchicago.org/,,,,Human Service Organizations - Multipurpose,60302-1749
261,Refugee Empowerment and Support Taskforce,ARLINGTON,VA,https://www.the-rest.org/,,,,"International Migration, Refugee Issues",22201-3923
262,Refugee Empowerment Center,OMAHA,NE,https://refugeeempowerment.org/,,,,Personal Social Services,68131-3218
263,Refugee Empowerment Network,FORT WORTH,TX,,,,,Protestant,76132-1703
264,Refugee Empowerment Program,MEMPHIS,TN,https://repmemphis.org/,,,,Human Service Organizations - Multipurpose,38112-3211
265,Refugee Equality Education & Awareness,COLLEGE STA,TX,,,,,"Lesbian, Gay Rights",77845-5902
266,Refugee Events Inc.,PHILADELPHIA,PA,,,,,Christian,19128-1050
267,Refugee Family Assistance Program,STONE MOUNTAIN,GA,https://refugeefap.org/,,,,"Ethnic, Immigrant Centers, Services",30083-3234
268,Refugee Federation Service Center,KENT,WA,https://rfsc.org/,,,,"Ethnic, Immigrant Centers, Services",98032-7439
269,Refugee Forum of Orange County,ANAHEIM,CA,,,,,"Ethnic, Immigrant Centers, Services",92804-3576
270,Refugee Helping Center II,GARDEN GROVE,CA,,,,,Human Service Organizations - Multipurpose,92840-0000
271,Refugee Home Project Inc.,NEW YORK,NY,,,,,International Relief,10016-1706
272,Refugee Hope Partners Inc.,RALEIGH,NC,https://www.refugeehopepartners.org/,,,,Personal Social Services,27613-1663
273,Refugee Inspirational Support Effort,ALEXANDRIA,VA,,,,,Private Operating Foundations,22310-1154
274,Refugee Justice League Inc.,SALT LAKE CTY,UT,https://www.refugeejustice.org/,,,,Community Foundations,84123-5796
275,Refugee Language Project,AMARILLO,TX,https://refugeelanguage.org/,,,,"Ethnic, Immigrant Centers, Services",79119-6492
276,Refugee Law Center Inc.,JAMAICA PLAIN,MA,,,,,"Public Interest Law, Litigation",02130-2598
277,Refugee Ministries Inc.,EL PASO,TX,https://refugeministries.org/,,,,International Relief,79914-4741
278,Refugee Ministries International,DREXEL HILL,PA,https://www.facebook.com/pages/category/Nonprofit-Organization/Refugee-Ministries-International-655976571136946/,,,,"Philanthropy, Charity, Voluntarism Promotion, General",19026-2041
279,Refugee Opportunities Foundation,DAVIDSON,NC,,,,,Public Foundations,28036-1774
280,Refugee Orchestra Project,SOMERVILLE,MA,http://www.refugeeorchestraproject.org/,,,,Music,02143-2019
281,Refugee Outreach International,SHORT HILLS,NJ,http://refugeeoutreachinternational.org/,,,,,07078-1117
282,Refugee Outreach Kalamazoo,KALAMAZOO,MI,https://rocyourworld.org/,,,,Community Service Clubs,49007-3736
283,REFUGEE OUTREACH OF CONGREGATIONS IN COMMUNITY,JACKSONVILLE,FL,,,,,,32210-4425
284,Refugee Photo Project,BOULDER,CO,,,,,"Ethnic, Immigrant Centers, Services",80308-5354
285,Refugee Project Inc.,SHENANDOAH,TX,,,,,"Ethnic, Immigrant Centers, Services",77381-1034
286,Refugee Protection International Inc.,Belmont,MA,https://refugeeprotection.org/,,,,International Relief,2478
287,Refugee Relief,SPOKANE VLY,WA,,,,,International Relief,99037-9430
288,Refugee Relief International Incorporation,KERENS,TX,,,,,"Emergency Assistance (Food, Clothing, Cash)",75144-6199
289,REFUGEE RESETTLEMENT & IMMIGRATION SERVCS OF CATHOLIC DIO OF RICH INC,RICHMOND,VA,,,,,,23230-3117
290,Refugee Resettlement Fund,EL PASO,TX,,,,,Fund Raising and/or Fund Distribution,79912-7686
291,Refugee Resource Center,DES MOINES,IA,https://www.facebook.com/RRCIowa/,,,,"International Migration, Refugee Issues",50309-3410
292,Refugee Resource Inc.,DALLAS,TX,https://www.refugeeresources.org/,,,,"Ethnic, Immigrant Centers, Services",75231-7210
293,Refugee Rights Coalition,PHILADELPHIA,PA,,,,,Fund Raising and/or Fund Distribution,19152-1905
294,Refugee Rising,GRAND RAPIDS,MI,https://www.refugeerising.org/,,,,,49503-1423
295,Refugee Services of North Texas,DALLAS,TX,https://www.rstx.org/,,,,,75243-3478
296,Refugee Solidarity Network Inc.,BROOKLYN,NY,https://refugeesolidaritynetwork.org/,,,,Research Institutes and/or Public Policy Analysis,11249-5501
297,Refugee Support Center,CARRBORO,NC,https://refugeesupportcenter.org/,,,,Human Service Organizations - Multipurpose,27510-1025
298,Refugee Support Services of the Carolinas Inc.,CHARLOTTE,NC,https://www.refugeesupportservices.org/,,,,Human Services - Multipurpose and Other N.E.C.,28205-5637
299,Refugee Support Services of Utah,SALT LAKE CITY,UT,,,,,"Ethnic, Immigrant Centers, Services",84123-0000
300,Refugee Talent and Education International Inc.,GARLAND,TX,https://www.facebook.com/Oduhogeorge/about/,,,,"International Development, Relief Services",75044-5589
301,Refugee Transitions,SAN FRANCISCO,CA,https://www.reftrans.org/,,,,Scouting Organizations,94102-2902
302,Refugee Utility Project,EL DORADO HLS,CA,http://www.refugeeutilityproject.com/,,,,International Relief,95762-9588
303,Refugee Village Corp,STONE MTN,GA,https://refugeevillage.org/,,,,Education N.E.C.,30083-4308
304,Refugee Volunteer Organization,PORTLAND,OR,https://www.refvolpdx.org/,,,,"Public, Society Benefit - Multipurpose and Other N.E.C.",97205-2228
305,Refugee Welcome Corporation,ALBANY,NY,https://www.rwcwesthill.com/,,,,Alliance/Advocacy Organizations,12206-2401
306,Refugee Women in Action,COLUMBUS,OH,http://rwia.org/,,,,"Ethnic, Immigrant Centers, Services",43212-2902
307,Refugee Women Organization of Nebraska,OMAHA,NE,https://www.facebook.com/refugeewomenorganizationofnebraska/,,,,Humanities Organizations,68107-4147
308,Refugee Womens Alliance,SEATTLE,WA,https://www.rewa.org/,,,,"Ethnic, Immigrant Centers, Services",98108-1623
309,Refugee Womens Network Inc.,ATLANTA,GA,http://refugeewomensnetworkinc.org/,,,,"Ethnic, Immigrant Centers, Services",30341-4100
310,Refugee-Immigrant Young-Adult Neighbor,GRAND RAPIDS,MI,https://www.facebook.com/ryanmentor/?comment_id=Y29tbWVudDo4ODY1MTE2MTEzODg3NzhfODg2NTExNjk4MDU1NDM2,,,,Human Service Organizations - Multipurpose,49525-1241
311,Refugee-Immigration Ministry,MALDEN,MA,http://www.r-i-m.net/,,,,Unknown,02148-5167
312,Refugees and Immigrants Community for Empowerment,PHOENIX,AZ,http://www.ricecommunityservices.org/,,,,"Ethnic, Immigrant Centers, Services",85051-9404
313,Refugees Enrichment & Development Association Inc.,SACRAMENTO,CA,https://redacenter.org/refugee/index.php/home/,,,,"Ethnic, Immigrant Centers, Services",95821-4909
314,Refugees Helping Refugees Inc.,ROCHESTER,NY,https://rhrroc.org/,,,,Human Service Organizations - Multipurpose,14620-2315
315,Refugees International,Washington,DC,https://www.google.com/aclk?sa=l&ai=DChcSEwj2mKu0vNTqAhUCnLMKHUt4AIQYABAAGgJxbg&sig=AOD64_2lI8D2Dnqbjoln3r9PD71SAnjMEQ&q=&ved=2ahUKEwjF26K0vNTqAhXyg3IEHf1eAFYQ0Qx6BAgfEAE&adurl=,,,,"International Migration, Refugee Issues",20036
316,Refugees Read Incorporated,ANGOLA,IN,,,,,"International Development, Relief Services",46703-8990
317,Refugees Services and Individuals Assistance Corporation,ROXBURY,MA,https://www.facebook.com/pages/category/Nonprofit-Organization/Refugees-Services-And-Individuals-Assistance-Corporation-2013907355532982/,,,,Dance,02119-0000
318,Refugees Stories,JACKSONVILLE,FL,,,,,Fund Raising and/or Fund Distribution,32217-4696
319,Refugees Thrive International,CHICAGO,IL,http://www.refugeesthrive.org/,,,,International Relief,60618-1501
320,Refugees to Camp Inc.,ALBANY,NY,,,,,"Philanthropy, Charity, Voluntarism Promotion, General",12203-2638
321,Refugees United Foundation USA,SAN FRANCISCO,CA,https://refunite.org/contact/,,,,International Relief,94104-4105
322,Refugees Welcome,BOSTON,MA,https://refugeeswelcomehome.org/,,,,Management & Technical Assistance,02125-3300
323,Refushe Inc.,CHICAGO,IL,https://www.refushe.org/,,,,International Relief,60610-7595
324,Rohingya Refugee Education Fund,BELLINGHAM,WA,http://rohingyafund.org/,,,,"International Development, Relief Services",98225-7824
325,Ruths Refuge Inc.,BROOKLYN,NY,https://www.ruthsrefuge.org/about,,,,Human Service Organizations - Multipurpose,11225-5300
326,Safari Homes & Refugee Services Inc.,MILWAUKEE,WI,,,,,"Community, Neighborhood Development, Improvement (General)",53221-2811
327,San Diego Refugee Tutoring,SAN DIEGO,CA,https://sdrefugeetutoring.com/,,,,Human Service Organizations - Multipurpose,92102-1309
328,San Fernando Valley Refugee Children Center Inc.,NORTH HILLS,CA,https://www.noestassolonorthhills.org/,,,,Personal Social Services,91343-5119
329,Schools for Refugees,PORTLAND,ME,https://schoolsforrefugees.org/,,,,International Relief,04101-4823
330,Schools for Shan Refugees Inc.,MINNEAPOLIS,MN,http://shanrefugeeschools.org/,,,,Education N.E.C.,55416-4426
331,Seeking Asylum & Finding Empowerment Inc.,JACKSON HTS,NY,https://www.safeasylum.org/,,,,Legal Services,11372-4840
332,"Sewa International, Inc",Houston,TX,https://sewausa.org/,,,,Human Service Organizations - Multipurpose,77082
333,Society of Iranian Refugees,SAN JOSE,CA,https://www.facebook.com/fordelaram/,,,,"International Migration, Refugee Issues",95118-2772
334,Society of North American Refugee Healthcare Providers,SPENCERPORT,NY,http://refugeesociety.org/,,,,"Professional Societies, Associations",14559-9711
335,Somali-Bantu Refugees Community Association Inc.,SYRACUSE,NY,https://cnycf.org/sslpage.aspx?pid=703,,,,Human Service Organizations - Multipurpose,13205-1101
336,Southeast Asian Refugee Community Home-Search,MINNEAPOLIS,MN,https://www.facebook.com/SEARCH.MN.org/,,,,"Employment Procurement Assistance, Job Training",55404-2966
337,Southwest Detroit Immigrant and Refugee Center,GROSSE PT FRM,MI,https://detimmigrantcenter.com/,,,,Legal Services,48236-3516
338,Soutwest Asylum and Migration Institute,LAS CRUCES,NM,,,,,"Ethnic, Immigrant Centers, Services",88004-5160
339,Start St. Louis Teens Aid Refugees Today Inc.,ELLISVILLE,MO,https://www.facebook.com/STARTSTL/,,,,Private Grantmaking Foundations,63021-6088
340,Starting Point for Refugee Children,ELK GROVE,CA,https://www.startingpointworld.com/,,,,"Children's, Youth Services",95757-8153
341,Students for Refugee Medical Relief,GAINESVILLE,FL,https://www.grmruf.org/,,,,"Philanthropy, Charity, Voluntarism Promotion, General",32608-3250
342,Sudanese Refugee Childrens Foundation Inc.,LINCOLN,NE,https://www.facebook.com/SouthSudaneseChildrensFoundation/,,,,Fund Raising and/or Fund Distribution,68504-2823
343,Syrian Refugee Mission of New England Inc.,GLOUCESTER,MA,"https://www.facebook.com/SyrianRefugeeMissionofNewEngland/#:~:text=WCS-,The%20Syrian%20Refugee%20Mission%20of%20New%20England%20of%20St.,bringing%20humanitarian%20and%20medical...",,,,International Relief,01930-5206
344,Syrian United Refugee Fund Inc.,OAKLAND,CA,https://syrianunitedrefugeefund.org/,,,,"Emergency Assistance (Food, Clothing, Cash)",94619-2916
345,Teach North Korean Refugees Global Education Center,ARLINGTON,VA,https://lovetnkr.org/,,,,Human Service Organizations - Multipurpose,22202-2810
346,Tennessee Immigrant and Refugee Rights Coalition,NASHVILLE,TN,https://www.tnimmigrant.org/,,,,"Civil Rights, Advocacy for Specific Groups",37211-2094
347,Texas Refugee and Immigrant Womens Association Inc.,CROWLEY,TX,http://resourcesforthenearse.tripod.com/triwaDallasFortWorth/TexasRefugeeImmigrantWomensAssn.html,,,,"Adult, Continuing Education",76036-4319
348,The Blue Card,New York,NY,https://www.bluecardfund.org/,,,,"Emergency Assistance (Food, Clothing, Cash)",10016
349,The Center for Immigrant and Refugee Community Services Inc.,SNELLVILLE,GA,,,,,"Ethnic, Immigrant Centers, Services",30078-1124
350,The Center for Victims of Torture,Saint Paul,MN,https://www.cvt.org/,,,,International Human Rights,55114
351,The Episcopal Refugee Network of San Diego,SAN DIEGO,CA,https://refugee-net.org/,,,,Human Service Organizations - Multipurpose,92105-6401
352,The Purple Door,Corpus Christi,TX,,,,,,78463
353,The Refugee Education Center,GRAND RAPIDS,MI,https://refugeeeducationcenter.org/about,,,,Minority Rights,49508-5352
354,The Refugee Response,CLEVELAND,OH,https://www.refugeeresponse.org/,,,,"Ethnic, Immigrant Centers, Services",44113-3304
355,Thrive A Refugee Support Program,KENTWOOD,MI,https://refugeesupportgr.org/,,,,,49512-2710
356,Tibetan Refugee Fund,PHILADELPHIA,PA,,,,,"International Development, Relief Services",19153-1212
357,Triangle Refugee Support Center Inc.,CARY,NC,,,,,"Emergency Assistance (Food, Clothing, Cash)",27519-9607
358,Unitarian Universalist Refugee and Immigrant Services and Education In,VISTA,CA,http://uurise.org/,,,,Legal Services,92081-7423
359,United Network for Immigrants and Refugees Rights,CHICAGO,IL,,,,,"Ethnic, Immigrant Centers, Services",60608-2093
360,United Palestinian Appeal,Washington,DC,https://upaconnect.org/,,,,International Relief,20036
361,United Vietnamese Refugee Association,FULLERTON,CA,,,,,Human Service Organizations - Multipurpose,92833-4614
362,Universal Congress for Unsettled Refugees Incorporated,SAN MARINO,CA,,,,,Unknown,91108-1825
363,UNRWA USA National Committee,Washington,DC,https://www.unrwa.org/our-partners/national-committees,,,,International Relief,20009
364,Urban Refugees USA,U SADDLE RIV,NJ,,,,,Single Organization Support,07458-2006
365,Urgent Relief for Eritrean Refugees,CHARLOTTE,NC,,,,,International Relief,28278-7367
366,US Committee for Refugees and Immigrants Inc.,ARLINGTON,VA,https://refugees.org/,,,,,22202-3794
367,USA for UNHCR,Washington,DC,htttps://www.unrefugees.org,,,,United Nations Association,20005
368,USA Refugees & Immigrants Corp,DORAL,FL,https://www.facebook.com/USARefugees/,,,,"Ethnic, Immigrant Centers, Services",33166-6642
369,Utah Refugee Coalition,SALT LAKE CTY,UT,https://serverefugees.org/,,,,"Ethnic, Immigrant Centers, Services",84121-3511
370,Utah Valley Refugees,PROVO,UT,https://utahvalleyrefugees.org/,,,,Public Foundations,84606-4633
371,Voice of Refugees,ANAHEIM,CA,https://vorservices.org/,,,,Human Service Organizations - Multipurpose,92801-3747
372,Voices of Refugees Inc.,WOODMERE,NY,,,,,"International Migration, Refugee Issues",11598-1323
373,Washtenaw Refugee Welcome,ANN ARBOR,MI,https://www.washtenawrefugeewelcome.org/,,,,Human Service Organizations - Multipurpose,48103-4141
374,Welcoming of Refugees for Lansing Development World Coalition,LANSING,MI,https://www.facebook.com/The-World-Coalition-Welcoming-Of-Refugees-for-Lansing-Development-200576016647786/,,,,"Ethnic, Immigrant Centers, Services",48910-1410
375,West Virginia Interfaith Refugee Ministry,CHARLESTON,WV,https://wvirm.com/,,,,"International Migration, Refugee Issues",25361-0387
376,Western Kentucky Refugee Mutual Assistance Society Inc.,BOWLING GREEN,KY,https://www.icofky.com/,,,,"Ethnic, Immigrant Centers, Services",42101-2310
377,Women Refugee Care,PROVIDENCE,RI,https://www.womensrefugeecare.org/,,,,"Ethnic, Immigrant Centers, Services",02907-1479
378,Women United for Refugees and Immigrants of Illinois,PLAINFIELD,IL,http://wurii.org/,,,,Human Services - Multipurpose and Other N.E.C.,60585-5018
379,Womens Refugee Commission Inc.,NEW YORK,NY,https://www.womensrefugeecommission.org/,,,,Services to Promote the Independence of Specific Populations,10018-5381
380,Worcester Alliance for Refugee Minstry Warm Inc.,WORCESTER,MA,https://www.warmwelcoming.org/,,,,Human Service Organizations - Multipurpose,01605-1214
381,Worcester Refugee Assistance Project Inc.,WORCESTER,MA,http://www.worcesterrefugees.org/,,,,Human Service Organizations - Multipurpose,01608-1623
382,Worcester Refugees Aid Organization Inc.,WORCESTER,MA,,,,,Christian,01608-2213
383,World Friends Refugee Aid,FORT WORTH,TX,,,,,"Emergency Assistance (Food, Clothing, Cash)",76185-1507
384,World Refugee Day in Western New York Inc.,KENMORE,NY,https://www.facebook.com/WorldRefugeeDayBuffalo/,,,,Community Coalitions,14217-0000
385,World Refugee School,DAVIDSONVILLE,MD,,,,,International Relief,21035-2505
386,World Refugees Care,FRISCO,TX,https://worldrefugeecare.org/,,,,Human Service Organizations - Multipurpose,75034-4035
387,World Refugees School Wrs Inc.,SAN JOSE,CA,https://www.wrschool.org/,,,,"International Development, Relief Services",95131-1038
