Timestamp,Name of refugee or immigrant assistance agency,City,State,Country,Website,Contact Information (Email),Contact Information (Phone Number),Contact Information (Phone Number),Partners or Collaborating Organizations,Core Program Offerings,What are the current needs for volunteers or other?,Additional comments?,Who are you? (Ok to leave blank),Your email address
09/13/201716:55:00,Refugee Women's Alliance,Seattle,WA,US,https://www.rewa.org,N/A,,206-721-0243,,"Behavioral Health Program, Domestic Violence Program, Early Learning Center, Employment and Vocational Training, English-as-a-Second-Language (ESL), Family Empowerment Program, Housing and Homeless Prevention, Naturalization and Legal Services, Senior Program, Youth Program","Volunteer, donation, gift",,Ramina Dehkhoda-Steele,
09/13/201717:05:00,Jewish Family & Children's Service,Pittsburgh,PA,US,http://www.jfcspgh.org/about-us.aspx,info@jfcspgh.org,,412-422-7200,,"Adoption, Career Services, Counseling, Critical Needs, Elder & Senior Care, Food Pantry, Guardianship, Immigrants & Refugees, Special Needs","Volunteer, donation",,"Jordan Golin, Psy D",
09/13/201717:05:00,Northwest Immigration Rights Project,Seattle,WA,US,https://www.nwirp.org/donate-cs/,development@nwirp.org,,206-957-8605,,"Impact Ligitation, Community Education, Direct Legal Services","Volunteer, donation",,Matt Adams,
09/13/201717:35:00,Northern Area Multi Service Center,Pittsburgh,PA,US,http://buildingindependence.org/nams/community-assistance-and-refugee-resettlement/,N/A,,412-781-1176,Landmark Home Health,"Reception and Placement, Matching Grant, Stated Funded Grants, Immigrant Services and Connections (ISAC)","Volunteer, donation",,,
09/13/201717:55:00,Community Refugee And Immigration Services,Columbus,OH,US,http://www.crisohio.org,ahakim@cris-ohio.org,,614-235-5747,Church World Service (CWS) Episcopal Migration Ministries (EMM) City of Columbus Community Computer Alliance The Columbus Foundation Rescare Franklin County Children’s Services Franklin County Department of Job and Family Services Franklin County Office on Aging Harry C. Moores Foundation Office of Refugee Resettlement Office of the Ohio Attorney General Ohio Department of Health Ohio Department of Education United Way of Central Ohio Ohio Legal Assistance Foundation Family Children First Council,"Resettlement, City Program,Victims of Crime Assistance (VOCA), Older Refugee & Immigrant Program, Ohio’s Early Intervention Program, Parenting for LEP Families, Refugee Health and Wellness, Employment & ESL, Legal Services","Donation, volunteer, support",,Nadia Kasvin,
09/13/201718:00:00,Us Together - Columbus Office,Columbus,OH,US,http://ustogether.us,N/A,,614-437-9941,"United Way of Columbus
Ohio State University (OSU)","Access to Health, Family Strengthening, ESL Classes & Tutoring, Community Consultation & Technical Assistance, Women Empowerment Program, Financial Literacy Program, Survivors of Torture","Volunteer, donation",,,
09/20／2017 09:35,"Africa Cultural Alliance of North America, Inc.",Philadelphia,PA,US,http://acanaus.org,acanaphila@gmail.com,,(215) 729-8225,,"ACANA Corridor Revitalization, Food Bank, Arts & Culture, Legal & Immigration Services, Health Services, Project BAOBAB, Facility Rental, Adult Education, Youth Based Training",Donation,,"Voffee Jabateh, MSW",
09/20／2017 09:35,Bethany Christian Services of the Greater Delaware Valley,Philadelphia,PA,US,https://www.bethany.org/philadelphia,N/A,,717-399-3213,,"Pregnancy Support, Adoption, Foster Care, Family Counseling, Refugee and Immigrant Services, Safe Families for Children","Sponsorship, donation, volunteer",,William Blacquiere,
09/20／2017 09:35,Esperanza Immigration Legal Services,Philadelphia,PA,US,http://www.esperanza.us,President@esperanza.us,,(215) 324-0746,"Bank of America, Comcast, Wells Fargo etc.","Education, Community Economic Development, Social Change",Donation,,"Reverend Luis Cortés, Jr.",
09/20／2017 09:35,HIAS And Council Migration Service Philadelphia,Philadelphia,PA,US,http://hiaspa.org,N/A,,215-832-0900,http://hiaspa.org/about/partners,"Asylee Outreach, Immigration Legal Services, Refugee Resettlement, Education & Advocacy, Immigration Law Training","Donation, volunteer",,Cathryn Miller-Wilson,
09/20／2017 09:35,Juntos,Philadelphia,PA,US,http://vamosjuntos.org,info@vamosjuntos.org,,215-218-9079,,,"Donation, volunteer",,Erika Almiron,
09/20／2017 09:35,New Sanctuary Movement,Philadelphia,PA,US,http://sanctuaryphiladelphia.org,nsm@sanctuaryphiladelphia.org,,215-279-7060,,,"Congregations, donation",,Peter Pedemonti,
